1, 268.867, 269.0560, 334.8990, 481.7790, 695.783, 0.4, "Baseline"
2, 270.720, 272.0560, 338.8990, 485.7790, 699.783, 0.4, "Local only"
3, 596.122, 607.7510, 623.1420, 673.6320, 840.000, 0.4, "REINFORCE"


 


