380231,1779
384122,1779
384288,1779
386700,1779
387340,1779
389939,1779
390956,1779
391405,1779
394060,1779
395853,1779
396199,1779
397402,1779
398093,1779
398630,1779
400487,1779
400813,1779
401421,1779
401690,1779
402426,1779
403341,1779
403821,1779
404141,1779
405017,1779
406016,1779
406023,1779
406964,1779
407047,1779
407111,1779
407769,1779
407833,1779
407834,1779
408038,1779
408716,1779
408857,1779
408883,1779
409063,1779
409171,1779
409171,1779
409299,1779
409683,1779
410234,1779
410918,1779
411245,1779
411379,1779
411404,1779
411475,1779
411706,1779
411872,1779
412147,1779
412486,1779
412704,1779
413145,1779
413222,1779
413248,1779
413331,1779
413440,1779
413683,1779
413753,1779
413863,1779
413946,1779
414061,1779
414375,1779
414714,1779
414816,1779
414899,1779
414970,1779
415232,1779
415872,1779
416237,1779
416781,1779
416915,1779
417094,1779
417280,1779
417440,1779
417753,1779
417888,1779
418035,1779
418080,1779
418119,1779
418137,1779
419001,1779
419008,1779
419174,1779
419251,1779
419475,1779
419584,1779
419584,1779
419674,1779
419815,1779
419884,1779
419974,1779
420332,1779
420908,1779
420979,1779
421223,1779
421497,1779
422016,1779
422042,1779
422202,1779
422253,1779
422777,1779
423257,1779
423341,1779
423430,1779
423565,1779
423584,1779
423788,1779
424012,1779
424071,1779
424153,1779
424173,1779
424583,1779
424762,1779
425024,1779
425152,1779
425319,1779
426323,1779
426406,1779
426560,1779
426604,1779
427213,1779
427264,1779
427289,1779
427354,1779
427475,1779
427706,1779
427750,1779
427961,1779
428135,1779
428167,1779
428467,1779
428665,1779
429171,1779
429574,1779
429664,1779
429684,1779
429754,1779
429914,1779
429952,1779
430074,1779
430189,1779
430406,1779
430477,1779
430624,1779
430784,1779
431020,1779
431219,1779
431328,1779
431578,1779
431725,1779
431808,1779
431814,1779
431891,1779
432019,1779
432128,1779
432172,1779
433043,1779
433408,1779
433510,1779
433600,1779
433952,1779
434060,1779
434534,1779
434835,1779
434854,1779
435584,1779
435898,1779
435911,1779
435942,1779
436487,1779
436723,1779
436806,1779
437171,1779
437184,1779
437222,1779
437536,1779
437588,1779
437645,1779
437651,1779
437651,1779
437798,1779
438170,1779
438195,1779
438202,1779
438406,1779
438439,1779
438592,1779
438624,1779
438630,1779
438810,1779
438822,1779
438957,1779
439027,1779
439091,1779
439481,1779
439533,1779
439655,1779
439763,1779
439878,1779
440275,1779
440608,1779
440922,1779
440992,1779
441005,1779
441012,1779
441139,1779
441556,1779
441620,1779
441748,1779
441836,1779
442189,1779
442317,1779
442573,1779
442586,1779
442867,1779
442919,1779
443034,1779
443276,1779
443476,1779
443616,1779
443974,1779
444019,1779
444314,1779
444454,1779
444902,1779
444960,1779
445075,1779
445204,1779
445229,1779
